date,crop_year,commod_sub,round,place,production,percent,commod_gr,commod
2015-09-30,2557/58,ยางพารา,ทั้งปี,ประเทศ,419748.0,9.51,พืชยืนต้น,ยางพารา
2015-09-30,2557/58,ลำไย,ทั้งปี,ประเทศ,26666.0,2.91,ไม้ผล,ลำไย
2015-09-30,2557/58,ทุเรียน,ทั้งปี,ประเทศ,38264.0,6.37,ไม้ผล,ทุเรียน
2015-09-30,2557/58,มังคุด,ทั้งปี,ประเทศ,9030.0,4.52,ไม้ผล,มังคุด
2015-09-30,2557/58,ลองกอง,ทั้งปี,ประเทศ,51251.0,40.97,ไม้ผล,ลองกอง
2015-09-30,2557/58,เงาะ,ทั้งปี,ประเทศ,10286.0,3.62,ไม้ผล,เงาะ
2015-09-30,2557/58,สุกร,ทั้งปี,ประเทศ,1355019.0,8.38,ปศุสัตว์,สุกร
2015-09-30,2557/58,ไก่เนื้อ,ทั้งปี,ประเทศ,118768469.0,8.72,ปศุสัตว์,ไก่เนื้อ
2015-09-30,2557/58,ไข่ไก่,ทั้งปี,ประเทศ,1104842.572,7.97,ปศุสัตว์,ไข่ไก่
2015-09-30,2558/59,ข้าวนาปี,นาปี,ประเทศ,1324350.0,5.45,พืชไร่,ข้าว
2015-09-30,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,353434.0,8.77,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2015-09-30,2558/59,หอมแดง,ทั้งปี,ประเทศ,594.0,0.67,พืชผัก,หอมแดง
2015-09-30,2558/59,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
2015-09-30,2558/59,มันฝรั่ง,ทั้งปี,ประเทศ,1585.0,1.32,พืชผัก,มันฝรั่ง
2015-10-31,2557/58,ข้าวนาปรัง,นาปรัง,ประเทศ,26197.0,0.49,พืชไร่,ข้าว
2015-10-31,2557/58,สับปะรดโรงงาน,ทั้งปี,ประเทศ,134882.0,10.37,พืชไร่,สับปะรดโรงงาน
2015-10-31,2557/58,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,1004439.0,8.26,พืชยืนต้น,ปาล์มน้ำมัน
2015-10-31,2557/58,มะพร้าว,ทั้งปี,ประเทศ,86244.0,9.54,พืชยืนต้น,มะพร้าว
2015-10-31,2557/58,ยางพารา,ทั้งปี,ประเทศ,467857.0,10.6,พืชยืนต้น,ยางพารา
2015-10-31,2557/58,ลำไย,ทั้งปี,ประเทศ,38239.0,4.17,ไม้ผล,ลำไย
2015-10-31,2557/58,ทุเรียน,ทั้งปี,ประเทศ,8936.0,1.49,ไม้ผล,ทุเรียน
2015-10-31,2557/58,มังคุด,ทั้งปี,ประเทศ,1776.0,0.89,ไม้ผล,มังคุด
2015-10-31,2557/58,ลองกอง,ทั้งปี,ประเทศ,19214.0,15.36,ไม้ผล,ลองกอง
2015-10-31,2557/58,เงาะ,ทั้งปี,ประเทศ,1453.0,0.51,ไม้ผล,เงาะ
2015-10-31,2557/58,สุกร,ทั้งปี,ประเทศ,1342083.0,8.3,ปศุสัตว์,สุกร
2015-10-31,2557/58,ไก่เนื้อ,ทั้งปี,ประเทศ,103527779.0,7.6,ปศุสัตว์,ไก่เนื้อ
2015-10-31,2557/58,ไข่ไก่,ทั้งปี,ประเทศ,1162759.7889999999,8.39,ปศุสัตว์,ไข่ไก่
2015-10-31,2558/59,ข้าวนาปี,นาปี,ประเทศ,1110660.0,4.57,พืชไร่,ข้าว
2015-10-31,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,823699.0,20.44,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2015-10-31,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,1045663.0,3.36,พืชไร่,มันสำปะหลัง
2015-10-31,2558/59,กาแฟ,ทั้งปี,ประเทศ,45.0,0.15,พืชยืนต้น,กาแฟ
2015-10-31,2558/59,หอมแดง,ทั้งปี,ประเทศ,2472.0,2.8,พืชผัก,หอมแดง
2015-10-31,2558/59,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
2015-10-31,2558/59,มันฝรั่ง,ทั้งปี,ประเทศ,4808.0,4.01,พืชผัก,มันฝรั่ง
2015-11-30,2557/58,ข้าวนาปรัง,นาปรัง,ประเทศ,0.0,0.0,พืชไร่,ข้าว
2015-11-30,2557/58,สับปะรดโรงงาน,ทั้งปี,ประเทศ,198946.0,11.01,พืชไร่,สับปะรดโรงงาน
2015-11-30,2557/58,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,1092737.0,8.98,พืชยืนต้น,ปาล์มน้ำมัน
2015-11-30,2557/58,มะพร้าว,ทั้งปี,ประเทศ,44026.0,4.87,พืชยืนต้น,มะพร้าว
2015-11-30,2557/58,ยางพารา,ทั้งปี,ประเทศ,479774.0,10.87,พืชยืนต้น,ยางพารา
2015-11-30,2557/58,ลำไย,ทั้งปี,ประเทศ,65745.0,7.17,ไม้ผล,ลำไย
2015-11-30,2557/58,ทุเรียน,ทั้งปี,ประเทศ,8171.0,1.36,ไม้ผล,ทุเรียน
2015-11-30,2557/58,มังคุด,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,มังคุด
2015-11-30,2557/58,ลองกอง,ทั้งปี,ประเทศ,3315.0,2.65,ไม้ผล,ลองกอง
2015-11-30,2557/58,เงาะ,ทั้งปี,ประเทศ,216.0,0.08,ไม้ผล,เงาะ
2015-11-30,2557/58,สุกร,ทั้งปี,ประเทศ,1346934.0,8.33,ปศุสัตว์,สุกร
2015-11-30,2557/58,ไก่เนื้อ,ทั้งปี,ประเทศ,117227961.0,8.61,ปศุสัตว์,ไก่เนื้อ
2015-11-30,2557/58,ไข่ไก่,ทั้งปี,ประเทศ,1111997.988,8.03,ปศุสัตว์,ไข่ไก่
2015-11-30,2558/59,ข้าวนาปี,นาปี,ประเทศ,15956560.0,65.63,พืชไร่,ข้าว
2015-11-30,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,1561114.0,38.75,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2015-11-30,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,2067140.0,6.63,พืชไร่,มันสำปะหลัง
2015-11-30,2558/59,กาแฟ,ทั้งปี,ประเทศ,1079.0,3.53,พืชยืนต้น,กาแฟ
2015-11-30,2558/59,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
2015-11-30,2558/59,หอมแดง,ทั้งปี,ประเทศ,1736.0,1.97,พืชผัก,หอมแดง
2015-11-30,2558/59,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
2015-11-30,2558/59,มันฝรั่ง,ทั้งปี,ประเทศ,3797.0,3.17,พืชผัก,มันฝรั่ง
2015-12-31,2557/58,สับปะรดโรงงาน,ทั้งปี,ประเทศ,192741.0,14.78,พืชไร่,สับปะรดโรงงาน
2015-12-31,2557/58,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,856730.0,7.04,พืชยืนต้น,ปาล์มน้ำมัน
2015-12-31,2557/58,มะพร้าว,ทั้งปี,ประเทศ,70514.0,7.8,พืชยืนต้น,มะพร้าว
2015-12-31,2557/58,ยางพารา,ทั้งปี,ประเทศ,564077.0,12.78,พืชยืนต้น,ยางพารา
2015-12-31,2557/58,ลำไย,ทั้งปี,ประเทศ,139992.0,15.26,ไม้ผล,ลำไย
2015-12-31,2557/58,ทุเรียน,ทั้งปี,ประเทศ,8391.0,1.4,ไม้ผล,ทุเรียน
2015-12-31,2557/58,มังคุด,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,มังคุด
2015-12-31,2557/58,ลองกอง,ทั้งปี,ประเทศ,425.0,0.34,ไม้ผล,ลองกอง
2015-12-31,2557/58,เงาะ,ทั้งปี,ประเทศ,266.0,0.09,ไม้ผล,เงาะ
2015-12-31,2557/58,สุกร,ทั้งปี,ประเทศ,1337232.0,8.27,ปศุสัตว์,สุกร
2015-12-31,2557/58,ไก่เนื้อ,ทั้งปี,ประเทศ,144776386.0,10.63,ปศุสัตว์,ไก่เนื้อ
2015-12-31,2557/58,ไข่ไก่,ทั้งปี,ประเทศ,1134743.655,8.19,ปศุสัตว์,ไข่ไก่
2015-12-31,2558/59,ข้าวนาปี,นาปี,ประเทศ,3729766.0,15.34,พืชไร่,ข้าว
2015-12-31,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,734686.0,18.23,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2015-12-31,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,2374873.0,7.62,พืชไร่,มันสำปะหลัง
2015-12-31,2558/59,กาแฟ,ทั้งปี,ประเทศ,3053.0,9.98,พืชยืนต้น,กาแฟ
2015-12-31,2558/59,กระเทียม,ทั้งปี,ประเทศ,68.0,0.1,พืชผัก,กระเทียม
2015-12-31,2558/59,หอมแดง,ทั้งปี,ประเทศ,14773.0,16.76,พืชผัก,หอมแดง
2015-12-31,2558/59,หอมหัวใหญ่,ทั้งปี,ประเทศ,850.0,2.11,พืชผัก,หอมหัวใหญ่
2015-12-31,2558/59,มันฝรั่ง,ทั้งปี,ประเทศ,4842.0,4.05,พืชผัก,มันฝรั่ง
2016-01-31,2558/59,ข้าวนาปี,นาปี,ประเทศ,832625.0,3.4299999999999997,พืชไร่,ข้าว
2016-01-31,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,144754.0,3.59,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2016-01-31,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,5704943.0,18.31,พืชไร่,มันสำปะหลัง
2016-01-31,2558/59,สับปะรดโรงงาน,ทั้งปี,ประเทศ,122912.0,6.1,พืชไร่,สับปะรดโรงงาน
2016-01-31,2558/59,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,641543.0,5.62,พืชยืนต้น,ปาล์มน้ำมัน
2016-01-31,2558/59,มะพร้าว,ทั้งปี,ประเทศ,75881.0,8.58,พืชยืนต้น,มะพร้าว
2016-01-31,2558/59,ยางพารา,ทั้งปี,ประเทศ,510114.0,11.75,พืชยืนต้น,ยางพารา
2016-01-31,2558/59,กาแฟ,ทั้งปี,ประเทศ,4385.0,14.34,พืชยืนต้น,กาแฟ
2016-01-31,2558/59,ลำไย,ทั้งปี,ประเทศ,115069.0,14.91,ไม้ผล,ลำไย
2016-01-31,2558/59,ทุเรียน,ทั้งปี,ประเทศ,7217.0,1.41,ไม้ผล,ทุเรียน
2016-01-31,2558/59,มังคุด,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,มังคุด
2016-01-31,2558/59,ลองกอง,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,ลองกอง
2016-01-31,2558/59,เงาะ,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,เงาะ
2016-01-31,2558/59,กระเทียม,ทั้งปี,ประเทศ,1574.0,2.33,พืชผัก,กระเทียม
2016-01-31,2558/59,หอมแดง,ทั้งปี,ประเทศ,24228.0,27.48,พืชผัก,หอมแดง
2016-01-31,2558/59,หอมหัวใหญ่,ทั้งปี,ประเทศ,5455.0,13.51,พืชผัก,หอมหัวใหญ่
2016-01-31,2558/59,มันฝรั่ง,ทั้งปี,ประเทศ,6111.0,5.1,พืชผัก,มันฝรั่ง
2016-01-31,2558/59,สุกร,ทั้งปี,ประเทศ,1597618.0,8.42,ปศุสัตว์,สุกร
2016-01-31,2558/59,ไก่เนื้อ,ทั้งปี,ประเทศ,113504630.0,8.07,ปศุสัตว์,ไก่เนื้อ
2016-01-31,2558/59,ไข่ไก่,ทั้งปี,ประเทศ,1214579.413,8.5,ปศุสัตว์,ไข่ไก่
2016-02-29,2558/59,ข้าวนาปี,นาปี,ประเทศ,204064.0,0.84,พืชไร่,ข้าว
2016-02-29,2558/59,ข้าวนาปรัง,นาปรัง,ประเทศ,488122.0,15.7,พืชไร่,ข้าว
2016-02-29,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,18288.0,0.46,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2016-02-29,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,7678986.0,24.64,พืชไร่,มันสำปะหลัง
2016-02-29,2558/59,สับปะรดโรงงาน,ทั้งปี,ประเทศ,165950.0,8.24,พืชไร่,สับปะรดโรงงาน
2016-02-29,2558/59,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,781789.0,6.85,พืชยืนต้น,ปาล์มน้ำมัน
2016-02-29,2558/59,มะพร้าว,ทั้งปี,ประเทศ,79153.0,8.95,พืชยืนต้น,มะพร้าว
2016-02-29,2558/59,ยางพารา,ทั้งปี,ประเทศ,318401.0,7.33,พืชยืนต้น,ยางพารา
2016-02-29,2558/59,กาแฟ,ทั้งปี,ประเทศ,12380.0,40.49,พืชยืนต้น,กาแฟ
2016-02-29,2558/59,ลำไย,ทั้งปี,ประเทศ,98055.0,12.7,ไม้ผล,ลำไย
2016-02-29,2558/59,ทุเรียน,ทั้งปี,ประเทศ,7039.0,1.37,ไม้ผล,ทุเรียน
2016-02-29,2558/59,มังคุด,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,มังคุด
2016-02-29,2558/59,ลองกอง,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,ลองกอง
2016-02-29,2558/59,เงาะ,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,เงาะ
2016-02-29,2558/59,กระเทียม,ทั้งปี,ประเทศ,10633.0,15.74,พืชผัก,กระเทียม
2016-02-29,2558/59,หอมแดง,ทั้งปี,ประเทศ,9064.0,10.28,พืชผัก,หอมแดง
2016-02-29,2558/59,หอมหัวใหญ่,ทั้งปี,ประเทศ,10018.0,24.81,พืชผัก,หอมหัวใหญ่
2016-02-29,2558/59,มันฝรั่ง,ทั้งปี,ประเทศ,22634.0,18.9,พืชผัก,มันฝรั่ง
2016-02-29,2558/59,สุกร,ทั้งปี,ประเทศ,1588131.0,8.37,ปศุสัตว์,สุกร
2016-02-29,2558/59,ไก่เนื้อ,ทั้งปี,ประเทศ,96159688.0,6.83,ปศุสัตว์,ไก่เนื้อ
2016-02-29,2558/59,ไข่ไก่,ทั้งปี,ประเทศ,1122034.081,7.86,ปศุสัตว์,ไข่ไก่
2016-03-31,2558/59,ข้าวนาปี,นาปี,ประเทศ,101899.0,0.42,พืชไร่,ข้าว
2016-03-31,2558/59,ข้าวนาปรัง,นาปรัง,ประเทศ,1005526.0,32.34,พืชไร่,ข้าว
2016-03-31,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,64382.0,1.6,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2016-03-31,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,5190104.0,16.66,พืชไร่,มันสำปะหลัง
2016-03-31,2558/59,สับปะรดโรงงาน,ทั้งปี,ประเทศ,212038.0,10.53,พืชไร่,สับปะรดโรงงาน
2016-03-31,2558/59,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,1125894.0,9.86,พืชยืนต้น,ปาล์มน้ำมัน
2016-03-31,2558/59,มะพร้าว,ทั้งปี,ประเทศ,75969.0,8.59,พืชยืนต้น,มะพร้าว
2016-03-31,2558/59,ยางพารา,ทั้งปี,ประเทศ,113347.0,2.61,พืชยืนต้น,ยางพารา
2016-03-31,2558/59,กาแฟ,ทั้งปี,ประเทศ,8734.0,28.56,พืชยืนต้น,กาแฟ
2016-03-31,2558/59,ลำไย,ทั้งปี,ประเทศ,36312.0,4.7,ไม้ผล,ลำไย
2016-03-31,2558/59,ทุเรียน,ทั้งปี,ประเทศ,26307.0,5.13,ไม้ผล,ทุเรียน
2016-03-31,2558/59,มังคุด,ทั้งปี,ประเทศ,554.0,0.3,ไม้ผล,มังคุด
2016-03-31,2558/59,ลองกอง,ทั้งปี,ประเทศ,0.0,0.0,ไม้ผล,ลองกอง
2016-03-31,2558/59,เงาะ,ทั้งปี,ประเทศ,58.0,0.03,ไม้ผล,เงาะ
2016-03-31,2558/59,กระเทียม,ทั้งปี,ประเทศ,51239.0,75.85,พืชผัก,กระเทียม
2016-03-31,2558/59,หอมแดง,ทั้งปี,ประเทศ,25262.0,28.65,พืชผัก,หอมแดง
2016-03-31,2558/59,หอมหัวใหญ่,ทั้งปี,ประเทศ,22423.0,55.53,พืชผัก,หอมหัวใหญ่
2016-03-31,2558/59,มันฝรั่ง,ทั้งปี,ประเทศ,70628.0,58.97,พืชผัก,มันฝรั่ง
2016-03-31,2558/59,สุกร,ทั้งปี,ประเทศ,1567260.0,8.26,ปศุสัตว์,สุกร
2016-03-31,2558/59,ไก่เนื้อ,ทั้งปี,ประเทศ,96011681.0,6.82,ปศุสัตว์,ไก่เนื้อ
2016-03-31,2558/59,ไข่ไก่,ทั้งปี,ประเทศ,1203626.297,8.43,ปศุสัตว์,ไข่ไก่
2016-04-30,2558/59,ข้าวนาปี,นาปี,ประเทศ,124618.0,0.51,พืชไร่,ข้าว
2016-04-30,2558/59,ข้าวนาปรัง,นาปรัง,ประเทศ,788791.0,25.37,พืชไร่,ข้าว
2016-04-30,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,144162.0,3.58,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2016-04-30,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,2110974.0,6.77,พืชไร่,มันสำปะหลัง
2016-04-30,2558/59,สับปะรดโรงงาน,ทั้งปี,ประเทศ,219107.0,10.88,พืชไร่,สับปะรดโรงงาน
2016-04-30,2558/59,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,1237372.0,10.84,พืชยืนต้น,ปาล์มน้ำมัน
2016-04-30,2558/59,มะพร้าว,ทั้งปี,ประเทศ,77031.0,8.71,พืชยืนต้น,มะพร้าว
2016-04-30,2558/59,ยางพารา,ทั้งปี,ประเทศ,84573.0,1.95,พืชยืนต้น,ยางพารา
2016-04-30,2558/59,กาแฟ,ทั้งปี,ประเทศ,844.0,2.76,พืชยืนต้น,กาแฟ
2016-04-30,2558/59,ลำไย,ทั้งปี,ประเทศ,16784.0,2.17,ไม้ผล,ลำไย
2016-04-30,2558/59,ทุเรียน,ทั้งปี,ประเทศ,78720.0,15.36,ไม้ผล,ทุเรียน
2016-04-30,2558/59,มังคุด,ทั้งปี,ประเทศ,12617.0,6.73,ไม้ผล,มังคุด
2016-04-30,2558/59,ลองกอง,ทั้งปี,ประเทศ,534.0,0.49,ไม้ผล,ลองกอง
2016-04-30,2558/59,เงาะ,ทั้งปี,ประเทศ,7995.0,4.15,ไม้ผล,เงาะ
2016-04-30,2558/59,กระเทียม,ทั้งปี,ประเทศ,4040.0,5.98,พืชผัก,กระเทียม
2016-04-30,2558/59,หอมแดง,ทั้งปี,ประเทศ,5033.0,5.71,พืชผัก,หอมแดง
2016-04-30,2558/59,หอมหัวใหญ่,ทั้งปี,ประเทศ,1632.0,4.04,พืชผัก,หอมหัวใหญ่
2016-04-30,2558/59,มันฝรั่ง,ทั้งปี,ประเทศ,5212.0,4.35,พืชผัก,มันฝรั่ง
2016-04-30,2558/59,สุกร,ทั้งปี,ประเทศ,1574849.0,8.3,ปศุสัตว์,สุกร
2016-04-30,2558/59,ไก่เนื้อ,ทั้งปี,ประเทศ,147345884.0,10.47,ปศุสัตว์,ไก่เนื้อ
2016-04-30,2558/59,ไข่ไก่,ทั้งปี,ประเทศ,1159322.995,8.12,ปศุสัตว์,ไข่ไก่
2016-05-31,2558/59,ข้าวนาปี,นาปี,ประเทศ,0.0,0.0,พืชไร่,ข้าว
2016-05-31,2558/59,ข้าวนาปรัง,นาปรัง,ประเทศ,494716.0,15.91,พืชไร่,ข้าว
2016-05-31,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,26625.0,0.66,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2016-05-31,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,1321304.0,4.24,พืชไร่,มันสำปะหลัง
2016-05-31,2558/59,สับปะรดโรงงาน,ทั้งปี,ประเทศ,277506.0,13.8,พืชไร่,สับปะรดโรงงาน
2016-05-31,2558/59,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,1165338.0,10.2,พืชยืนต้น,ปาล์มน้ำมัน
2016-05-31,2558/59,มะพร้าว,ทั้งปี,ประเทศ,85963.0,9.72,พืชยืนต้น,มะพร้าว
2016-05-31,2558/59,ยางพารา,ทั้งปี,ประเทศ,227222.0,5.23,พืชยืนต้น,ยางพารา
2016-05-31,2558/59,กาแฟ,ทั้งปี,ประเทศ,59.0,0.19,พืชยืนต้น,กาแฟ
2016-05-31,2558/59,ลำไย,ทั้งปี,ประเทศ,7919.0,1.03,ไม้ผล,ลำไย
2016-05-31,2558/59,ทุเรียน,ทั้งปี,ประเทศ,70391.0,13.74,ไม้ผล,ทุเรียน
2016-05-31,2558/59,มังคุด,ทั้งปี,ประเทศ,34268.0,18.29,ไม้ผล,มังคุด
2016-05-31,2558/59,ลองกอง,ทั้งปี,ประเทศ,5281.0,4.85,ไม้ผล,ลองกอง
2016-05-31,2558/59,เงาะ,ทั้งปี,ประเทศ,38876.0,20.18,ไม้ผล,เงาะ
2016-05-31,2558/59,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
2016-05-31,2558/59,หอมแดง,ทั้งปี,ประเทศ,2160.0,2.46,พืชผัก,หอมแดง
2016-05-31,2558/59,หอมหัวใหญ่,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมหัวใหญ่
2016-05-31,2558/59,มันฝรั่ง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,มันฝรั่ง
2016-05-31,2558/59,สุกร,ทั้งปี,ประเทศ,1563465.0,8.24,ปศุสัตว์,สุกร
2016-05-31,2558/59,ไก่เนื้อ,ทั้งปี,ประเทศ,93336174.0,6.64,ปศุสัตว์,ไก่เนื้อ
2016-05-31,2558/59,ไข่ไก่,ทั้งปี,ประเทศ,1209321.333,8.47,ปศุสัตว์,ไข่ไก่
2016-05-31,2559/60,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
2016-06-30,2558/59,ข้าวนาปรัง,นาปรัง,ประเทศ,180949.0,5.82,พืชไร่,ข้าว
2016-06-30,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2016-06-30,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,950062.0,3.05,พืชไร่,มันสำปะหลัง
2016-06-30,2558/59,สับปะรดโรงงาน,ทั้งปี,ประเทศ,230862.0,11.46,พืชไร่,สับปะรดโรงงาน
2016-06-30,2558/59,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,973212.0,8.52,พืชยืนต้น,ปาล์มน้ำมัน
2016-06-30,2558/59,มะพร้าว,ทั้งปี,ประเทศ,82602.0,9.34,พืชยืนต้น,มะพร้าว
2016-06-30,2558/59,ยางพารา,ทั้งปี,ประเทศ,337544.0,7.77,พืชยืนต้น,ยางพารา
2016-06-30,2558/59,กาแฟ,ทั้งปี,ประเทศ,0.0,0.0,พืชยืนต้น,กาแฟ
2016-06-30,2558/59,ลำไย,ทั้งปี,ประเทศ,2528.0,0.33,ไม้ผล,ลำไย
2016-06-30,2558/59,ทุเรียน,ทั้งปี,ประเทศ,61999.0,12.1,ไม้ผล,ทุเรียน
2016-06-30,2558/59,มังคุด,ทั้งปี,ประเทศ,44353.0,23.67,ไม้ผล,มังคุด
2016-06-30,2558/59,ลองกอง,ทั้งปี,ประเทศ,12588.0,11.56,ไม้ผล,ลองกอง
2016-06-30,2558/59,เงาะ,ทั้งปี,ประเทศ,50435.0,26.180000000000003,ไม้ผล,เงาะ
2016-06-30,2558/59,กระเทียม,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,กระเทียม
2016-06-30,2558/59,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
2016-06-30,2558/59,สุกร,ทั้งปี,ประเทศ,1565362.0,8.25,ปศุสัตว์,สุกร
2016-06-30,2558/59,ไก่เนื้อ,ทั้งปี,ประเทศ,120846982.0,8.59,ปศุสัตว์,ไก่เนื้อ
2016-06-30,2558/59,ไข่ไก่,ทั้งปี,ประเทศ,1175561.197,8.23,ปศุสัตว์,ไข่ไก่
2016-06-30,2559/60,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2016-06-30,2559/60,หอมแดง,ทั้งปี,ประเทศ,0.0,0.0,พืชผัก,หอมแดง
2016-07-31,2558/59,ข้าวนาปรัง,นาปรัง,ประเทศ,44121.0,1.42,พืชไร่,ข้าว
2016-07-31,2558/59,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,0.0,0.0,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2016-07-31,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,547903.0,1.76,พืชไร่,มันสำปะหลัง
2016-07-31,2558/59,สับปะรดโรงงาน,ทั้งปี,ประเทศ,89300.0,4.43,พืชไร่,สับปะรดโรงงาน
2016-07-31,2558/59,ปาล์มน้ำมัน,ทั้งปี,ประเทศ,872816.0,7.64,พืชยืนต้น,ปาล์มน้ำมัน
2016-07-31,2558/59,มะพร้าว,ทั้งปี,ประเทศ,84017.0,9.5,พืชยืนต้น,มะพร้าว
2016-07-31,2558/59,ยางพารา,ทั้งปี,ประเทศ,382766.0,8.81,พืชยืนต้น,ยางพารา
2016-07-31,2558/59,ลำไย,ทั้งปี,ประเทศ,85065.0,11.02,ไม้ผล,ลำไย
2016-07-31,2558/59,ทุเรียน,ทั้งปี,ประเทศ,58512.0,11.42,ไม้ผล,ทุเรียน
2016-07-31,2558/59,มังคุด,ทั้งปี,ประเทศ,16843.0,8.99,ไม้ผล,มังคุด
2016-07-31,2558/59,ลองกอง,ทั้งปี,ประเทศ,6947.0,6.38,ไม้ผล,ลองกอง
2016-07-31,2558/59,เงาะ,ทั้งปี,ประเทศ,24370.0,12.65,ไม้ผล,เงาะ
2016-07-31,2558/59,สุกร,ทั้งปี,ประเทศ,1595721.0,8.41,ปศุสัตว์,สุกร
2016-07-31,2558/59,ไก่เนื้อ,ทั้งปี,ประเทศ,106857711.0,7.6,ปศุสัตว์,ไก่เนื้อ
2016-07-31,2558/59,ไข่ไก่,ทั้งปี,ประเทศ,1234673.3760000002,8.64,ปศุสัตว์,ไข่ไก่
2016-07-31,2559/60,ข้าวนาปี,นาปี,ประเทศ,0.0,0.0,พืชไร่,ข้าว
2016-07-31,2559/60,ข้าวโพดเลี้ยงสัตว์,ทั้งปี,ประเทศ,14877.0,0.34,พืชไร่,ข้าวโพดเลี้ยงสัตว์
2016-07-31,2559/60,หอมแดง,ทั้งปี,ประเทศ,822.0,0.64,พืชผัก,หอมแดง
2016-07-31,2559/60,มันฝรั่ง,ทั้งปี,ประเทศ,113.0,0.11,พืชผัก,มันฝรั่ง
2016-08-31,2558/59,ข้าวนาปรัง,นาปรัง,ประเทศ,27478.0,0.88,พืชไร่,ข้าว
2016-08-31,2558/59,มันสำปะหลัง,ทั้งปี,ประเทศ,804586.0,2.58,พืชไร่,มันสำปะหลัง
2016-08-31,2558/59,สับปะรดโรงงาน,ทั้งปี,ประเทศ,60492.0,3.0,พืชไร่,สับปะรดโรงงาน
